direction,ontology,line,go.id,term,annotated,significant,expected,rank_in_ks,fisher,ks
up,MF,Ara-5,GO:1901265,nucleoside phosphate binding,238,7,4.11,44,0.1101,0.0270
up,MF,Ara-5,GO:0016746,"transferase activity, transferring acyl ...",69,3,1.19,366,0.1145,0.7410
up,MF,Ara-5,GO:0000175,3'-5'-exoribonuclease activity,7,1,0.12,500,0.1148,0.9790
up,MF,Ara-5,GO:0005304,L-valine transmembrane transporter activ...,7,1,0.12,100,0.1148,0.1060
up,MF,Ara-5,GO:0016638,"oxidoreductase activity, acting on the C...",7,1,0.12,259,0.1148,0.4732
up,MF,Ara-5,GO:0016668,"oxidoreductase activity, acting on a sul...",7,1,0.12,452,0.1148,0.9040
up,MF,Ara-5,GO:0018455,alcohol dehydrogenase [NAD(P)+] activity,7,1,0.12,519,0.1148,0.9969
up,MF,Ara-5,GO:0097163,sulfur carrier activity,7,1,0.12,448,0.1148,0.8964
up,MF,Ara-5,GO:0003824,catalytic activity,1542,31,26.61,255,0.1159,0.4634
up,MF,Ara-5,GO:0003724,RNA helicase activity,8,1,0.14,210,0.1301,0.3116
up,MF,Ara-5,GO:0004033,aldo-keto reductase (NADP) activity,8,1,0.14,462,0.1301,0.9232
up,MF,Ara-5,GO:0008169,C-methyltransferase activity,8,1,0.14,175,0.1301,0.2251
up,MF,Ara-5,GO:0015658,branched-chain amino acid transmembrane ...,8,1,0.14,163,0.1301,0.2062
up,MF,Ara-5,GO:0052621,diguanylate cyclase activity,8,1,0.14,435,0.1301,0.8759
up,MF,Ara-5,GO:0140098,"catalytic activity, acting on RNA",114,4,1.97,215,0.1311,0.3264
up,MF,Ara-5,GO:0043169,cation binding,346,9,5.97,338,0.1326,0.6651
up,MF,Ara-5,GO:0004672,protein kinase activity,37,2,0.64,313,0.1327,0.6054
up,MF,Ara-5,GO:0003727,single-stranded RNA binding,9,1,0.16,317,0.1452,0.6160
up,MF,Ara-5,GO:0004532,exoribonuclease activity,9,1,0.16,454,0.1452,0.9138
up,MF,Ara-5,GO:0015154,disaccharide transmembrane transporter a...,9,1,0.16,106,0.1452,0.1123
up,MF,Ara-5,GO:0016893,"endonuclease activity, active with eithe...",9,1,0.16,252,0.1452,0.4554
up,MF,Ara-5,GO:0016896,"exoribonuclease activity, producing 5'-p...",9,1,0.16,455,0.1452,0.9138
up,MF,Ara-5,GO:0042578,phosphoric ester hydrolase activity,77,3,1.33,450,0.1457,0.9020
up,MF,Ara-5,GO:0015157,oligosaccharide transmembrane transporte...,10,1,0.17,148,0.1600,0.1798
up,MF,Ara-5,GO:0016846,carbon-sulfur lyase activity,10,1,0.17,194,0.1600,0.2707
up,MF,Ara-6,GO:0015149,hexose transmembrane transporter activit...,12,3,0.19,410,0.00077,0.800
up,MF,Ara-6,GO:0015199,amino-acid betaine transmembrane transpo...,5,2,0.08,521,0.00246,0.999
up,MF,Ara-6,GO:0015606,spermidine transmembrane transporter act...,5,2,0.08,522,0.00246,0.999
up,MF,Ara-6,GO:0016615,malate dehydrogenase activity,5,2,0.08,359,0.00246,0.712
up,MF,Ara-6,GO:0015145,monosaccharide transmembrane transporter...,20,3,0.31,340,0.00367,0.689
up,MF,Ara-6,GO:0051119,sugar transmembrane transporter activity,20,3,0.31,341,0.00367,0.689
up,MF,Ara-6,GO:0005326,neurotransmitter transmembrane transport...,7,2,0.11,482,0.00506,0.960
up,MF,Ara-6,GO:0015651,quaternary ammonium group transmembrane ...,7,2,0.11,519,0.00506,0.998
up,MF,Ara-6,GO:0019213,deacetylase activity,9,2,0.14,520,0.00850,0.999
up,MF,Ara-6,GO:0015203,polyamine transmembrane transporter acti...,12,2,0.19,376,0.01511,0.749
up,MF,Ara-6,GO:0016840,carbon-nitrogen lyase activity,12,2,0.19,488,0.01511,0.967
up,MF,Ara-6,GO:0003824,catalytic activity,1540,32,24.23,517,0.01521,0.998
up,MF,Ara-6,GO:0072349,modified amino acid transmembrane transp...,13,2,0.2,315,0.01768,0.640
up,MF,Ara-6,GO:0050660,flavin adenine dinucleotide binding,38,3,0.6,508,0.02221,0.985
up,MF,Ara-6,GO:0016597,amino acid binding,17,2,0.27,309,0.02959,0.624
up,MF,Ara-6,GO:0015101,organic cation transmembrane transporter...,19,2,0.3,401,0.03647,0.778
up,MF,Ara-6,GO:0016620,"oxidoreductase activity, acting on the a...",19,2,0.3,524,0.03647,1.000
up,MF,Ara-6,GO:0008483,transaminase activity,22,2,0.35,499,0.04779,0.978
up,MF,Ara-6,GO:0016769,"transferase activity, transferring nitro...",23,2,0.36,472,0.05182,0.948
up,MF,Ara-6,GO:0016740,transferase activity,512,13,8.06,513,0.05353,0.988
up,MF,Ara-6,GO:0015297,antiporter activity,25,2,0.39,416,0.06022,0.815
up,MF,Ara-6,GO:0016829,lyase activity,141,5,2.22,516,0.07341,0.998
up,MF,Ara-6,GO:0019238,cyclohydrolase activity,5,1,0.08,145,0.07809,0.242
up,MF,Ara-6,GO:0046912,"transferase activity, transferring acyl ...",5,1,0.08,464,0.07809,0.929
up,MF,Ara-6,GO:0015144,carbohydrate transmembrane transporter a...,63,3,0.99,239,0.07935,0.455
up,MF,Ara-6,GO:0005385,zinc ion transmembrane transporter activ...,6,1,0.09,473,0.09297,0.949
up,MF,Ara-6,GO:0016405,CoA-ligase activity,6,1,0.09,240,0.09297,0.455
up,MF,Ara-6,GO:0016903,"oxidoreductase activity, acting on the a...",33,2,0.52,523,0.09783,1.000
up,MF,Ara-6,GO:0022804,active transmembrane transporter activit...,158,5,2.49,462,0.10710,0.922
up,MF,Ara-6,GO:0004029,aldehyde dehydrogenase (NAD+) activity,7,1,0.11,526,0.10762,1.000
up,MF,Ara-6,GO:0005337,nucleoside transmembrane transporter act...,7,1,0.11,142,0.10762,0.237
up,MF,Ara-6,GO:0016638,"oxidoreductase activity, acting on the C...",7,1,0.11,322,0.10762,0.665
up,MF,Ara-6,GO:0016841,ammonia-lyase activity,7,1,0.11,403,0.10762,0.778
up,MF,Ara-6,GO:0016773,"phosphotransferase activity, alcohol gro...",114,4,1.79,92,0.10882,0.116
up,MF,Ara-6,GO:0004030,aldehyde dehydrogenase [NAD(P)+] activit...,8,1,0.13,525,0.12204,1.000
up,MF,Ara-6,GO:0015932,nucleobase-containing compound transmemb...,8,1,0.13,86,0.12204,0.106
up,MF,Ara-6,GO:0016901,"oxidoreductase activity, acting on the C...",8,1,0.13,130,0.12204,0.208
up,MF,Ara-6,GO:0050897,cobalt ion binding,8,1,0.13,323,0.12204,0.665
up,MF,Ara-6,GO:0031406,carboxylic acid binding,39,2,0.61,265,0.12937,0.500
up,MF,Ara-6,GO:0043177,organic acid binding,39,2,0.61,266,0.12937,0.500
up,MF,Ara-6,GO:1901618,organic hydroxy compound transmembrane t...,9,1,0.14,454,0.13624,0.896
up,MF,Ara-6,GO:0072509,divalent inorganic cation transmembrane ...,10,1,0.16,241,0.15021,0.457
up,MF,Ara-6,GO:0008175,tRNA methyltransferase activity,11,1,0.17,402,0.16396,0.778
up,MF,Ara-6,GO:0016833,oxo-acid-lyase activity,11,1,0.17,308,0.16396,0.622
up,MF,Ara-6,GO:0016868,"intramolecular transferase activity, pho...",11,1,0.17,434,0.16396,0.855
up,MF,Ara-6,GO:0016878,acid-thiol ligase activity,11,1,0.17,255,0.16396,0.478
up,MF,Ara-6,GO:0016614,"oxidoreductase activity, acting on CH-OH...",89,3,1.4,311,0.17120,0.629
up,MF,Ara-6,GO:0008080,N-acetyltransferase activity,12,1,0.19,518,0.17749,0.998
up,MF,Ara-6,GO:0016774,"phosphotransferase activity, carboxyl gr...",12,1,0.19,469,0.17749,0.941
up,MF,Ara-6,GO:0016877,"ligase activity, forming carbon-sulfur b...",12,1,0.19,224,0.17749,0.418
up,MF,Ara-6,GO:0043169,cation binding,346,8,5.44,70,0.18504,0.079
up,MF,Ara-6,GO:0016836,hydro-lyase activity,49,2,0.77,363,0.18610,0.724
up,MF,Ara-6,GO:0015103,inorganic anion transmembrane transporte...,13,1,0.2,288,0.19080,0.561
up,MF,Ara-6,GO:0071949,FAD binding,13,1,0.2,507,0.19080,0.984
up,MF,Ara-6,GO:0016814,"hydrolase activity, acting on carbon-nit...",14,1,0.22,172,0.20391,0.304
up,MF,Ara-6,GO:0008270,zinc ion binding,97,3,1.53,313,0.20402,0.638
up,MF,Ara-6,GO:0016810,"hydrolase activity, acting on carbon-nit...",53,2,0.83,350,0.20973,0.703
up,MF,Ara-6,GO:0016791,phosphatase activity,54,2,0.85,264,0.21570,0.499
up,MF,Ara-6,GO:0004721,phosphoprotein phosphatase activity,15,1,0.24,69,0.21681,0.079
up,MF,Ara-6,GO:0016835,carbon-oxygen lyase activity,56,2,0.88,422,0.22767,0.827
up,MF,Ara-6,GO:0008170,N-methyltransferase activity,16,1,0.25,310,0.22951,0.627
up,MF,Ara-6,GO:0016410,N-acyltransferase activity,16,1,0.25,515,0.22951,0.997
up,MF,Ara-6,GO:0022857,transmembrane transporter activity,368,8,5.79,50,0.23341,0.060
up,MF,Ara-6,GO:0043168,anion binding,316,7,4.97,249,0.24099,0.471
up,MF,Ara-6,GO:0008028,monocarboxylic acid transmembrane transp...,17,1,0.27,502,0.24200,0.980
up,MF,Ara+1,GO:0051539,"4 iron, 4 sulfur cluster binding",51,8,1.78,266,0.00038,0.4718
up,MF,Ara+1,GO:0015606,spermidine transmembrane transporter act...,5,3,0.17,338,0.00043,0.6448
up,MF,Ara+1,GO:0015203,polyamine transmembrane transporter acti...,12,4,0.42,39,0.00063,0.0243
up,MF,Ara+1,GO:0140098,"catalytic activity, acting on RNA",114,12,3.98,313,0.00063,0.5881
up,MF,Ara+1,GO:0003723,RNA binding,88,10,3.07,522,0.00101,0.9983
up,MF,Ara+1,GO:0016638,"oxidoreductase activity, acting on the C...",7,3,0.24,517,0.00143,0.9940
up,MF,Ara+1,GO:0017111,nucleoside-triphosphatase activity,96,10,3.35,14,0.00199,0.0040
up,MF,Ara+1,GO:0003724,RNA helicase activity,8,3,0.28,241,0.00223,0.4220
up,MF,Ara+1,GO:0008137,NADH dehydrogenase (ubiquinone) activity,9,3,0.31,253,0.00326,0.4483
up,MF,Ara+1,GO:0050136,NADH dehydrogenase (quinone) activity,9,3,0.31,254,0.00326,0.4483
up,MF,Ara+1,GO:0015101,organic cation transmembrane transporter...,19,4,0.66,115,0.00406,0.1312
up,MF,Ara+1,GO:0051536,iron-sulfur cluster binding,75,8,2.62,237,0.00489,0.3940
up,MF,Ara+1,GO:0016782,"transferase activity, transferring sulfu...",20,4,0.7,436,0.00493,0.8773
up,MF,Ara+1,GO:0008173,RNA methyltransferase activity,32,5,1.12,340,0.00510,0.6488
up,MF,Ara+1,GO:0051540,metal cluster binding,76,8,2.65,251,0.00531,0.4472
up,MF,Ara+1,GO:0016741,"transferase activity, transferring one-c...",62,7,2.17,280,0.00616,0.4927
up,MF,Ara+1,GO:0008649,rRNA methyltransferase activity,22,4,0.77,362,0.00705,0.7019
up,MF,Ara+1,GO:0140102,"catalytic activity, acting on a rRNA",22,4,0.77,363,0.00705,0.7019
up,MF,Ara+1,GO:0003824,catalytic activity,1541,67,53.81,505,0.00889,0.9866
up,MF,Ara+1,GO:0000166,nucleotide binding,238,16,8.31,97,0.00962,0.1058
up,MF,Ara+1,GO:1901265,nucleoside phosphate binding,238,16,8.31,98,0.00962,0.1058
up,MF,Ara+1,GO:0050660,flavin adenine dinucleotide binding,38,5,1.33,490,0.01073,0.9592
up,MF,Ara+1,GO:0008168,methyltransferase activity,53,6,1.85,200,0.01096,0.3219
up,MF,Ara+1,GO:0022853,active ion transmembrane transporter act...,86,8,3,244,0.01112,0.4245
up,MF,Ara+1,GO:0003988,acetyl-CoA C-acyltransferase activity,5,2,0.17,441,0.01199,0.8905
up,MF,Ara+1,GO:0005504,fatty acid binding,5,2,0.17,473,0.01199,0.9384
up,MF,Ara+1,GO:0016462,pyrophosphatase activity,126,10,4.4,46,0.01384,0.0289
up,MF,Ara+1,GO:0043168,anion binding,316,19,11.03,101,0.01528,0.1103
up,MF,Ara+1,GO:0016817,"hydrolase activity, acting on acid anhyd...",128,10,4.47,40,0.01535,0.0256
up,MF,Ara+1,GO:0016818,"hydrolase activity, acting on acid anhyd...",128,10,4.47,41,0.01535,0.0256
up,MF,Ara+1,GO:0003725,double-stranded RNA binding,6,2,0.21,421,0.01757,0.8345
up,MF,Ara+1,GO:0016453,C-acetyltransferase activity,6,2,0.21,317,0.01757,0.5955
up,MF,Ara+1,GO:0019003,GDP binding,6,2,0.21,524,0.01757,0.9994
up,MF,Ara+1,GO:0043175,RNA polymerase core enzyme binding,6,2,0.21,518,0.01757,0.9945
up,MF,Ara+1,GO:0070063,RNA polymerase binding,6,2,0.21,519,0.01757,0.9945
up,MF,Ara+1,GO:0008757,S-adenosylmethionine-dependent methyltra...,43,5,1.5,172,0.01786,0.2493
up,MF,Ara+1,GO:0000049,tRNA binding,16,3,0.56,315,0.01810,0.5897
up,MF,Ara+1,GO:0008170,N-methyltransferase activity,16,3,0.56,221,0.01810,0.3552
up,MF,Ara+1,GO:0015295,solute:proton symporter activity,29,4,1.01,460,0.01888,0.9150
up,MF,Ara+1,GO:0016655,"oxidoreductase activity, acting on NAD(P...",17,3,0.59,525,0.02141,0.9999
up,MF,Ara+1,GO:0004457,lactate dehydrogenase activity,7,2,0.24,257,0.02402,0.4543
up,MF,Ara+1,GO:0016408,C-acyltransferase activity,7,2,0.24,389,0.02402,0.7708
up,MF,Ara+1,GO:0051213,dioxygenase activity,7,2,0.24,466,0.02402,0.9301
up,MF,Ara+1,GO:0036094,small molecule binding,337,19,11.77,72,0.02854,0.0674
up,MF,Ara+1,GO:0003954,NADH dehydrogenase activity,19,3,0.66,30,0.02896,0.0134
up,MF,Ara+1,GO:0043167,ion binding,603,30,21.06,121,0.02980,0.1431
up,MF,Ara+1,GO:0008169,C-methyltransferase activity,8,2,0.28,278,0.03128,0.4902
up,MF,Ara+1,GO:0048037,cofactor binding,274,16,9.57,82,0.03317,0.0900
up,MF,Ara+1,GO:0003924,GTPase activity,20,3,0.7,243,0.03320,0.4242
up,MF,Ara+1,GO:0005509,calcium ion binding,9,2,0.31,410,0.03929,0.8195
up,MF,Ara+1,GO:0016705,"oxidoreductase activity, acting on paire...",9,2,0.31,495,0.03929,0.9713
up,MF,Ara+1,GO:0032553,ribonucleotide binding,172,11,6.01,117,0.04256,0.1324
up,MF,Ara+1,GO:0001883,purine nucleoside binding,22,3,0.77,268,0.04260,0.4799
up,MF,Ara+1,GO:0032549,ribonucleoside binding,22,3,0.77,269,0.04260,0.4799
up,MF,Ara+1,GO:0032550,purine ribonucleoside binding,22,3,0.77,270,0.04260,0.4799
up,MF,Ara+1,GO:0140101,"catalytic activity, acting on a tRNA",54,5,1.89,157,0.04306,0.2195
up,MF,Ara+1,GO:0001882,nucleoside binding,23,3,0.8,296,0.04774,0.5425
up,MF,Ara+1,GO:0042625,ATPase-coupled ion transmembrane transpo...,23,3,0.8,446,0.04774,0.8980
up,MF,Ara+1,GO:0015294,solute:cation symporter activity,39,4,1.36,319,0.04981,0.5987
up,MF,Ara+1,GO:0031406,carboxylic acid binding,39,4,1.36,513,0.04981,0.9927
up,MF,Ara+1,GO:0043177,organic acid binding,39,4,1.36,514,0.04981,0.9927
up,MF,Ara+1,GO:0016887,ATPase activity,75,6,2.62,21,0.05111,0.0064
up,MF,Ara+1,GO:0008324,cation transmembrane transporter activit...,135,9,4.71,19,0.05160,0.0053
up,MF,Ara+1,GO:0004386,helicase activity,24,3,0.84,45,0.05318,0.0287
up,MF,Ara+1,GO:0008175,tRNA methyltransferase activity,11,2,0.38,372,0.05729,0.7236
up,MF,Ara+2,GO:0003954,NADH dehydrogenase activity,19,13,0.77,516,9.6e-15,0.996
up,MF,Ara+2,GO:0016651,"oxidoreductase activity, acting on NAD(P...",42,13,1.7,507,4.1e-09,0.991
up,MF,Ara+2,GO:0008137,NADH dehydrogenase (ubiquinone) activity,9,7,0.36,520,5.3e-09,0.998
up,MF,Ara+2,GO:0050136,NADH dehydrogenase (quinone) activity,9,7,0.36,521,5.3e-09,0.998
up,MF,Ara+2,GO:0016655,"oxidoreductase activity, acting on NAD(P...",17,7,0.69,518,2.2e-06,0.996
up,MF,Ara+2,GO:0016597,amino acid binding,17,6,0.69,473,3.5e-05,0.918
up,MF,Ara+2,GO:0015190,L-leucine transmembrane transporter acti...,6,4,0.24,291,3.7e-05,0.531
up,MF,Ara+2,GO:0016491,oxidoreductase activity,337,28,13.66,427,0.00012,0.854
up,MF,Ara+2,GO:0015175,neutral amino acid transmembrane transpo...,21,6,0.85,264,0.00013,0.466
up,MF,Ara+2,GO:0015658,branched-chain amino acid transmembrane ...,8,4,0.32,98,0.00016,0.149
up,MF,Ara+2,GO:0015179,L-amino acid transmembrane transporter a...,31,7,1.26,188,0.00018,0.320
up,MF,Ara+2,GO:0015171,amino acid transmembrane transporter act...,43,8,1.74,104,0.00027,0.155
up,MF,Ara+2,GO:0046943,carboxylic acid transmembrane transporte...,66,10,2.68,69,0.00027,0.096
up,MF,Ara+2,GO:0008514,organic anion transmembrane transporter ...,83,11,3.36,23,0.00044,0.027
up,MF,Ara+2,GO:0005342,organic acid transmembrane transporter a...,71,10,2.88,44,0.00049,0.059
up,MF,Ara+2,GO:0015188,L-isoleucine transmembrane transporter a...,5,3,0.2,239,0.00063,0.415
up,MF,Ara+2,GO:0043168,anion binding,316,25,12.81,210,0.00064,0.361
up,MF,Ara+2,GO:0036094,small molecule binding,336,26,13.62,129,0.00069,0.205
up,MF,Ara+2,GO:0031406,carboxylic acid binding,39,7,1.58,486,0.00082,0.952
up,MF,Ara+2,GO:0043177,organic acid binding,39,7,1.58,487,0.00082,0.952
up,MF,Ara+2,GO:0046915,transition metal ion transmembrane trans...,20,5,0.81,194,0.00099,0.329
up,MF,Ara+2,GO:0015318,inorganic molecular entity transmembrane...,168,16,6.81,142,0.00103,0.229
up,MF,Ara+2,GO:0015099,nickel cation transmembrane transporter ...,6,3,0.24,524,0.00122,0.999
up,MF,Ara+2,GO:0015075,ion transmembrane transporter activity,192,17,7.78,121,0.00162,0.182
up,MF,Ara+2,GO:0005304,L-valine transmembrane transporter activ...,7,3,0.28,64,0.00207,0.088
up,MF,Ara+2,GO:0016638,"oxidoreductase activity, acting on the C...",7,3,0.28,511,0.00207,0.992
up,MF,Ara+2,GO:0008509,anion transmembrane transporter activity,101,11,4.09,35,0.00231,0.046
up,MF,Ara+2,GO:0008324,cation transmembrane transporter activit...,135,13,5.47,323,0.00286,0.612
up,MF,Ara+2,GO:0015173,aromatic amino acid transmembrane transp...,8,3,0.32,208,0.00321,0.357
up,MF,Ara+2,GO:0043167,ion binding,603,37,24.45,67,0.00377,0.095
up,MF,Ara+2,GO:0042625,ATPase-coupled ion transmembrane transpo...,23,4,0.93,515,0.01287,0.994
up,MF,Ara+2,GO:0015192,L-phenylalanine transmembrane transporte...,5,2,0.2,169,0.01530,0.286
up,MF,Ara+2,GO:0016880,acid-ammonia (or amide) ligase activity,6,2,0.24,240,0.02235,0.415
up,MF,Ara+2,GO:0043175,RNA polymerase core enzyme binding,6,2,0.24,344,0.02235,0.681
up,MF,Ara+2,GO:0070063,RNA polymerase binding,6,2,0.24,345,0.02235,0.681
up,MF,Ara+2,GO:0016879,"ligase activity, forming carbon-nitrogen...",42,5,1.7,404,0.02661,0.801
up,MF,Ara+2,GO:0050662,coenzyme binding,161,12,6.53,366,0.02914,0.733
up,MF,Ara+2,GO:0046873,metal ion transmembrane transporter acti...,43,5,1.74,288,0.02916,0.525
up,MF,Ara+2,GO:0019829,ATPase-coupled cation transmembrane tran...,17,3,0.69,418,0.02982,0.825
up,MF,Ara+2,GO:0004457,lactate dehydrogenase activity,7,2,0.28,312,0.03046,0.593
up,MF,Ara+2,GO:0010181,FMN binding,30,4,1.22,406,0.03200,0.802
up,MF,Ara+2,GO:0015932,nucleobase-containing compound transmemb...,8,2,0.32,305,0.03954,0.577
up,MF,Ara+2,GO:0032553,ribonucleotide binding,172,12,6.97,61,0.04536,0.085
up,MF,Ara+2,GO:0048037,cofactor binding,273,17,11.07,247,0.04846,0.433
up,MF,Ara+2,GO:0004252,serine-type endopeptidase activity,9,2,0.36,414,0.04950,0.822
up,MF,Ara+2,GO:0019213,deacetylase activity,9,2,0.36,287,0.04950,0.523
up,MF,Ara+2,GO:0051539,"4 iron, 4 sulfur cluster binding",50,5,2.03,47,0.05131,0.063
up,MF,Ara+2,GO:0000166,nucleotide binding,237,15,9.61,92,0.05554,0.134
up,MF,Ara+2,GO:1901265,nucleoside phosphate binding,237,15,9.61,93,0.05554,0.134
up,MF,Ara+2,GO:0016874,ligase activity,85,7,3.45,499,0.05654,0.971
up,MF,Ara+2,GO:0008483,transaminase activity,22,3,0.89,231,0.05831,0.395
up,MF,Ara+2,GO:0097367,carbohydrate derivative binding,181,12,7.34,43,0.06266,0.053
up,MF,Ara+2,GO:0016769,"transferase activity, transferring nitro...",23,3,0.93,266,0.06512,0.471
up,MF,Ara+2,GO:0035673,oligopeptide transmembrane transporter a...,24,3,0.97,62,0.07229,0.086
up,MF,Ara+2,GO:0051536,iron-sulfur cluster binding,74,6,3,324,0.07963,0.612
up,MF,Ara+2,GO:0051540,metal cluster binding,75,6,3.04,297,0.08380,0.556
up,MF,Ara+2,GO:0019899,enzyme binding,26,3,1.05,438,0.08762,0.867
up,MF,Ara+2,GO:0003824,catalytic activity,1535,70,62.23,321,0.08794,0.608
up,MF,Ara+2,GO:0042626,ATPase-coupled transmembrane transporter...,43,4,1.74,119,0.09658,0.181
up,MF,Ara+2,GO:0022857,transmembrane transporter activity,364,20,14.76,143,0.09763,0.230
up,MF,Ara+2,GO:0030170,pyridoxal phosphate binding,44,4,1.78,133,0.10305,0.218
up,MF,Ara+2,GO:0070279,vitamin B6 binding,44,4,1.78,134,0.10305,0.218
up,MF,Ara+2,GO:0016775,"phosphotransferase activity, nitrogenous...",29,3,1.18,517,0.11292,0.996
up,MF,Ara+2,GO:1904680,peptide transmembrane transporter activi...,46,4,1.86,26,0.11657,0.038
up,MF,Ara+2,GO:0019842,vitamin binding,67,5,2.72,201,0.13677,0.341
up,MF,Ara+3,GO:0003954,NADH dehydrogenase activity,19,14,0.97,511,5.9e-15,0.992
up,MF,Ara+3,GO:0016651,"oxidoreductase activity, acting on NAD(P...",42,14,2.14,483,9.5e-09,0.964
up,MF,Ara+3,GO:0008137,NADH dehydrogenase (ubiquinone) activity,9,7,0.46,516,3.1e-08,0.996
up,MF,Ara+3,GO:0050136,NADH dehydrogenase (quinone) activity,9,7,0.46,517,3.1e-08,0.996
up,MF,Ara+3,GO:0051539,"4 iron, 4 sulfur cluster binding",51,12,2.6,460,7.5e-06,0.919
up,MF,Ara+3,GO:0016655,"oxidoreductase activity, acting on NAD(P...",17,7,0.87,504,1.2e-05,0.992
up,MF,Ara+3,GO:0016741,"transferase activity, transferring one-c...",62,12,3.16,475,6.1e-05,0.948
up,MF,Ara+3,GO:0016491,oxidoreductase activity,339,34,17.29,408,8.3e-05,0.805
up,MF,Ara+3,GO:0051536,iron-sulfur cluster binding,75,13,3.83,490,0.00010,0.979
up,MF,Ara+3,GO:0051540,metal cluster binding,76,13,3.88,491,0.00012,0.980
up,MF,Ara+3,GO:0140098,"catalytic activity, acting on RNA",114,16,5.82,520,0.00022,1.000
up,MF,Ara+3,GO:0008757,S-adenosylmethionine-dependent methyltra...,43,9,2.19,523,0.00029,1.000
up,MF,Ara+3,GO:0008168,methyltransferase activity,53,10,2.7,522,0.00032,1.000
up,MF,Ara+3,GO:0003724,RNA helicase activity,8,4,0.41,440,0.00043,0.874
up,MF,Ara+3,GO:0008649,rRNA methyltransferase activity,22,6,1.12,505,0.00070,0.992
up,MF,Ara+3,GO:0140102,"catalytic activity, acting on a rRNA",22,6,1.12,506,0.00070,0.992
up,MF,Ara+3,GO:0008173,RNA methyltransferase activity,32,7,1.63,524,0.00106,1.000
up,MF,Ara+3,GO:0003725,double-stranded RNA binding,6,3,0.31,415,0.00253,0.815
up,MF,Ara+3,GO:0046915,transition metal ion transmembrane trans...,20,5,1.02,162,0.00304,0.200
up,MF,Ara+3,GO:0003824,catalytic activity,1540,96,78.57,257,0.00415,0.426
up,MF,Ara+3,GO:0016435,rRNA (guanine) methyltransferase activit...,7,3,0.36,526,0.00425,1.000
up,MF,Ara+3,GO:0016638,"oxidoreductase activity, acting on the C...",7,3,0.36,501,0.00425,0.988
up,MF,Ara+3,GO:0016151,nickel cation binding,15,4,0.77,510,0.00633,0.992
up,MF,Ara+3,GO:0008170,N-methyltransferase activity,16,4,0.82,525,0.00810,1.000
up,MF,Ara+3,GO:0003727,single-stranded RNA binding,9,3,0.46,455,0.00944,0.904
up,MF,Ara+3,GO:0048037,cofactor binding,274,23,13.98,377,0.01383,0.730
up,MF,Ara+3,GO:0043167,ion binding,603,42,30.76,348,0.02289,0.663
up,MF,Ara+3,GO:0008990,rRNA (guanine-N2-)-methyltransferase act...,5,2,0.26,521,0.02469,1.000
up,MF,Ara+3,GO:0046914,transition metal ion binding,200,17,10.2,180,0.02996,0.234
up,MF,Ara+3,GO:0043169,cation binding,346,26,17.65,255,0.03343,0.421
up,MF,Ara+3,GO:0004386,helicase activity,24,4,1.22,170,0.03416,0.215
up,MF,Ara+3,GO:0000104,succinate dehydrogenase activity,6,2,0.31,68,0.03577,0.068
up,MF,Ara+3,GO:0004022,alcohol dehydrogenase (NAD+) activity,6,2,0.31,411,0.03577,0.808
up,MF,Ara+3,GO:0004748,ribonucleoside-diphosphate reductase act...,6,2,0.31,507,0.03577,0.992
up,MF,Ara+3,GO:0015099,nickel cation transmembrane transporter ...,6,2,0.31,184,0.03577,0.250
up,MF,Ara+3,GO:0016728,"oxidoreductase activity, acting on CH or...",6,2,0.31,508,0.03577,0.992
up,MF,Ara+3,GO:0016880,acid-ammonia (or amide) ligase activity,6,2,0.31,384,0.03577,0.742
up,MF,Ara+3,GO:0043175,RNA polymerase core enzyme binding,6,2,0.31,219,0.03577,0.347
up,MF,Ara+3,GO:0061731,ribonucleoside-diphosphate reductase act...,6,2,0.31,509,0.03577,0.992
up,MF,Ara+3,GO:0070063,RNA polymerase binding,6,2,0.31,220,0.03577,0.347
up,MF,Ara+3,GO:0018455,alcohol dehydrogenase [NAD(P)+] activity,7,2,0.36,424,0.04838,0.845
up,MF,Ara+3,GO:0140101,"catalytic activity, acting on a tRNA",54,6,2.75,464,0.06121,0.927
up,MF,Ara+3,GO:0008169,C-methyltransferase activity,8,2,0.41,296,0.06233,0.534
up,MF,Ara+3,GO:0015932,nucleobase-containing compound transmemb...,8,2,0.41,495,0.06233,0.982
up,MF,Ara+3,GO:0008270,zinc ion binding,97,9,4.95,218,0.06551,0.345
up,MF,Ara+3,GO:0016627,"oxidoreductase activity, acting on the C...",30,4,1.53,190,0.06925,0.290
up,MF,Ara+3,GO:0046873,metal ion transmembrane transporter acti...,43,5,2.19,192,0.07210,0.294
up,MF,Ara+3,GO:0004252,serine-type endopeptidase activity,9,2,0.46,172,0.07744,0.220
up,MF,Ara+3,GO:0016725,"oxidoreductase activity, acting on CH or...",9,2,0.46,425,0.07744,0.848
up,MF,Ara+3,GO:0003723,RNA binding,88,8,4.49,485,0.08793,0.972
up,MF,Ara+3,GO:0072509,divalent inorganic cation transmembrane ...,10,2,0.51,349,0.09355,0.666
up,MF,Ara+3,GO:0046872,metal ion binding,332,23,16.94,281,0.09476,0.484
up,MF,Ara+3,GO:0008483,transaminase activity,22,3,1.12,436,0.10543,0.864
up,MF,Ara+3,GO:0051537,"2 iron, 2 sulfur cluster binding",22,3,1.12,479,0.10543,0.958
