line,seqtype,id,description,setsize,enrichmentscore,nes,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
Ara-6,ribo,ebr01040,Biosynthesis of unsaturated fatty acids,3,-0.8261720499095725,-1.2857302550928456,0.17647058823529413,0.5118062361196349,0.44819829611538137,244,"tags=100%, list=6%, signal=94%",ECB_01227/ECB_00404
Ara-6,ribo,ebr00910,Nitrogen metabolism,25,-0.5374339009311052,-1.286722305726345,0.1819672131147541,0.5118062361196349,0.44819829611538137,416,"tags=20%, list=10%, signal=18%",ECB_01423/ECB_01425/ECB_01426/ECB_03077/ECB_03078
Ara-6,ribo,ebr00903,Limonene and pinene degradation,2,-0.8449981077015082,-1.2093351422588379,0.19423076923076923,0.5118062361196349,0.44819829611538137,237,"tags=100%, list=6%, signal=94%",ECB_02265
Ara-6,ribo,ebr00930,Caprolactam degradation,2,-0.8449981077015082,-1.2093351422588379,0.19423076923076923,0.5118062361196349,0.44819829611538137,237,"tags=100%, list=6%, signal=94%",ECB_02265
Ara-6,ribo,ebr00471,D-Glutamine and D-glutamate metabolism,5,-0.7261239368165249,-1.2770701207095019,0.19572953736654805,0.5118062361196349,0.44819829611538137,1133,"tags=100%, list=28%, signal=73%",ECB_03852/ECB_01481/ECB_00092/ECB_00436
Ara-6,ribo,ebr01100,Metabolic pathways,893,0.2443197115182742,1.0660984872227093,0.19784106606305216,0.5118062361196349,0.44819829611538137,483,"tags=14%, list=12%, signal=16%",ECB_00703/ECB_02468/ECB_01932/ECB_03941/ECB_03887/ECB_03886/ECB_01787/ECB_00120/ECB_00635/ECB_04009/ECB_03554/ECB_03844/ECB_00681/ECB_02666/ECB_03845/ECB_03842/ECB_03843/ECB_01923/ECB_02083/ECB_00119/ECB_02721/ECB_01788/ECB_03096/ECB_00267/ECB_01924/ECB_04120/ECB_01580/ECB_01822/ECB_01253/ECB_00268/ECB_02089/ECB_01928/ECB_02410/ECB_01050/ECB_03085/ECB_01925/ECB_00036/ECB_00682/ECB_04023/ECB_02390/ECB_04076/ECB_02767/ECB_02597/ECB_03555/ECB_00037/ECB_01820/ECB_01789/ECB_02076/ECB_01927/ECB_02737/ECB_01823/ECB_02063/ECB_02777/ECB_02171/ECB_00117/ECB_00319/ECB_00725/ECB_00123/ECB_02543/ECB_01948/ECB_04113/ECB_02600/ECB_02422/ECB_03210/ECB_04085/ECB_01931/ECB_03708/ECB_01926/ECB_01921/ECB_03288/ECB_01621/ECB_02531/ECB_04229/ECB_03038/ECB_00935/ECB_01730/ECB_01749/ECB_01971/ECB_02137/ECB_02458/ECB_01134/ECB_04228/ECB_03827/ECB_00875/ECB_01784/ECB_00811/ECB_03836/ECB_00710/ECB_04061/ECB_00298/ECB_02215/ECB_04112/ECB_00687/ECB_02413/ECB_00712/ECB_01885/ECB_01254/ECB_03083/ECB_03621/ECB_04100/ECB_02692/ECB_00711/ECB_02082/ECB_01553/ECB_00688/ECB_03615/ECB_02516/ECB_01235/ECB_00684/ECB_00932/ECB_02161/ECB_01717/ECB_02158/ECB_04227/ECB_02062/ECB_02691/ECB_01922/ECB_03885/ECB_02736/ECB_02991/ECB_00972/ECB_01572/ECB_02653/ECB_00878/ECB_00330/ECB_03482/ECB_02430
Ara-6,ribo,ebr03410,Base excision repair,14,0.5100783441415333,1.2195004480522411,0.22769953051643194,0.5649801587301587,0.4947636949516649,1138,"tags=64%, list=28%, signal=47%",ECB_02088/ECB_01974/ECB_03399/ECB_03492/ECB_02791/ECB_02938/ECB_01718/ECB_02474/ECB_00674
Ara-6,ribo,ebr00920,Sulfur metabolism,31,0.4331867172152075,1.1947536463515758,0.232620320855615,0.5649801587301587,0.4947636949516649,455,"tags=23%, list=11%, signal=20%",ECB_03802/ECB_00315/ECB_02600/ECB_00316/ECB_00317/ECB_02413/ECB_03885
Ara-6,ribo,ebr00561,Glycerolipid metabolism,14,-0.588068155459478,-1.2508981760579947,0.2326388888888889,0.5649801587301587,0.4947636949516649,1066,"tags=50%, list=26%, signal=37%",ECB_02989/ECB_03811/ECB_01174/ECB_03913/ECB_01175/ECB_01173/ECB_00280
Ara-6,ribo,ebr00130,Ubiquinone and other terpenoid-quinone biosynthesis,20,-0.5295101583485228,-1.2205249903613662,0.24288107202680068,0.5678807947019868,0.4973038361388473,122,"tags=20%, list=3%, signal=20%",ECB_02190/ECB_01007/ECB_02188/ECB_02187
Ara-6,ribo,ebr00541,O-Antigen nucleotide sugar biosynthesis,24,-0.5189243633499868,-1.2292008448376883,0.2433774834437086,0.5678807947019868,0.4973038361388473,136,"tags=33%, list=3%, signal=32%",ECB_03664/ECB_01933/ECB_01941/ECB_01942/ECB_01944/ECB_01945/ECB_01946/ECB_01947
Ara-6,ribo,ebr00511,Other glycan degradation,3,0.7422311476453802,1.2095294261864966,0.2863157894736842,0.6552226720647772,0.5737907521841039,1032,"tags=67%, list=25%, signal=50%",ECB_00298/ECB_02945
Ara-6,ribo,ebr00540,Lipopolysaccharide biosynthesis,37,-0.4476734636775517,-1.158258710010258,0.30229007633587784,0.6787267751692352,0.5943737350000379,623,"tags=38%, list=15%, signal=32%",ECB_02922/ECB_03396/ECB_00474/ECB_03487/ECB_00177/ECB_03477/ECB_00179/ECB_03062/ECB_03985/ECB_02288/ECB_03479/ECB_00919/ECB_02814/ECB_02817
Ara-6,ribo,ebr02024,Quorum sensing,58,-0.4027874563660273,-1.107865154618298,0.32448377581120946,0.7058420268256334,0.6181190681622089,462,"tags=21%, list=11%, signal=19%",ECB_03467/ECB_01451/ECB_00707/ECB_01404/ECB_03857/ECB_01217/ECB_01863/ECB_01220/ECB_01221/ECB_01218/ECB_01862/ECB_01219
Ara-6,ribo,ebr00970,Aminoacyl-tRNA biosynthesis,25,-0.4693663416861124,-1.1237552010737688,0.3262295081967213,0.7058420268256334,0.6181190681622089,1156,"tags=56%, list=28%, signal=41%",ECB_00934/ECB_01607/ECB_00897/ECB_02406/ECB_03138/ECB_03236/ECB_03446/ECB_03410/ECB_04124/ECB_02306/ECB_03411/ECB_00611/ECB_00030/ECB_00193
Ara-6,ribo,ebr00770,Pantothenate and CoA biosynthesis,23,0.42298285557905374,1.1059208699430105,0.3392405063291139,0.7203389830508474,0.6308143239454569,134,"tags=13%, list=3%, signal=13%",ECB_03554/ECB_03555/ECB_02076
Ara-6,ribo,ebr00473,D-Alanine metabolism,4,-0.6924198250728864,-1.1493387221489777,0.3463587921847247,0.7203389830508474,0.6308143239454569,1271,"tags=100%, list=31%, signal=69%",ECB_03925/ECB_00328/ECB_00093
Ara-6,ribo,ebr00330,Arginine and proline metabolism,25,0.4049641728037902,1.0812447615788676,0.35714285714285715,0.7203389830508474,0.6308143239454569,442,"tags=24%, list=11%, signal=22%",ECB_00120/ECB_00119/ECB_02767/ECB_01553/ECB_00932/ECB_01717
Ara-6,ribo,ebr03060,Protein export,18,-0.49008021114011185,-1.1054229292929065,0.35714285714285715,0.7203389830508474,0.6308143239454569,941,"tags=50%, list=23%, signal=39%",ECB_00357/ECB_03730/ECB_03313/ECB_00356/ECB_03467/ECB_03857/ECB_02462/ECB_00031/ECB_00596
Ara-6,ribo,ebr00480,Glutathione metabolism,24,0.4073781485509393,1.0765359714791336,0.37185929648241206,0.7375209380234506,0.6458608833641895,294,"tags=25%, list=7%, signal=23%",ECB_00120/ECB_01823/ECB_02777/ECB_02543/ECB_01931/ECB_01134
Ara-6,ribo,ebr02060,Phosphotransferase system (PTS),45,0.34893431400620356,1.042199238233795,0.38181818181818183,0.7448584202682563,0.6522864538395169,794,"tags=20%, list=19%, signal=16%",ECB_01787/ECB_01788/ECB_01789/ECB_04061/ECB_01707/ECB_02329/ECB_00636/ECB_00690/ECB_04060
Ara-6,ribo,ebr00380,Tryptophan metabolism,9,-0.5401139572469575,-1.0632540482850419,0.40695652173913044,0.7687006219532694,0.6731655159077725,893,"tags=44%, list=22%, signal=35%",ECB_03828/ECB_02151/ECB_01701/ECB_02265
Ara-6,ribo,ebr03070,Bacterial secretion system,41,-0.3998681375058559,-1.0503365065780075,0.4069591527987897,0.7687006219532694,0.6731655159077725,803,"tags=24%, list=19%, signal=20%",ECB_03730/ECB_03313/ECB_00356/ECB_02829/ECB_03467/ECB_03857/ECB_02838/ECB_00596/ECB_00530/ECB_02835
Ara-6,ribo,ebr01503,Cationic antimicrobial peptide (CAMP) resistance,35,-0.4120975907806155,-1.0494233583426806,0.4248062015503876,0.789874031007752,0.6917074663402694,783,"tags=40%, list=19%, signal=33%",ECB_02181/ECB_03396/ECB_01268/ECB_02179/ECB_01267/ECB_03983/ECB_01269/ECB_00179/ECB_03985/ECB_01270/ECB_01490/ECB_01271/ECB_02180/ECB_00160
Ara-6,ribo,ebr00790,Folate biosynthesis,26,0.37849889308302487,1.0135863621633594,0.442159383033419,0.7971320870052468,0.6980634817648779,790,"tags=35%, list=19%, signal=28%",ECB_01254/ECB_02082/ECB_00330/ECB_01836/ECB_00749/ECB_00750/ECB_00141/ECB_00794/ECB_00748
Ara-6,ribo,ebr00360,Phenylalanine metabolism,20,0.39927372962866425,1.0111196478586604,0.4469135802469136,0.7971320870052468,0.6980634817648779,1117,"tags=40%, list=27%, signal=29%",ECB_01923/ECB_00932/ECB_02430/ECB_00305/ECB_00768/ECB_00301/ECB_00304/ECB_01357
Ara-6,ribo,ebr00310,Lysine degradation,16,-0.46435005883780733,-1.0154214119683806,0.44880546075085326,0.7971320870052468,0.6980634817648779,817,"tags=44%, list=20%, signal=35%",ECB_02151/ECB_00184/ECB_02148/ECB_02942/ECB_02149/ECB_02265/ECB_01401
Ara-6,ribo,ebr00643,Styrene degradation,2,0.7156386595434677,1.0666071089454094,0.45643153526970953,0.7987551867219916,0.6994848605526508,1173,"tags=100%, list=28%, signal=72%",ECB_01357/ECB_04073
Ara-6,ribo,ebr00562,Inositol phosphate metabolism,3,-0.665794535284906,-1.0361427474882265,0.4667931688804554,0.8050490883590463,0.7049965479659053,1117,"tags=100%, list=27%, signal=73%",ECB_03804/ECB_00983
Ara-6,ribo,ebr00361,Chlorocyclohexane and chlorobenzene degradation,2,0.6913550267119961,1.0304141293408824,0.5,0.818450520093219,0.7167324324566888,1273,"tags=100%, list=31%, signal=69%",ECB_03717/ECB_02875
Ara-6,ribo,ebr00364,Fluorobenzoate degradation,2,0.6913550267119961,1.0304141293408824,0.5,0.818450520093219,0.7167324324566888,1273,"tags=100%, list=31%, signal=69%",ECB_03717/ECB_02875
Ara-6,ribo,ebr00623,Toluene degradation,2,0.6913550267119961,1.0304141293408824,0.5,0.818450520093219,0.7167324324566888,1273,"tags=100%, list=31%, signal=69%",ECB_03717/ECB_02875
Ara-6,ribo,ebr00600,Sphingolipid metabolism,2,0.6878428267464085,1.0251794520335897,0.5020746887966805,0.818450520093219,0.7167324324566888,339,"tags=50%, list=8%, signal=46%",ECB_00298
Ara-6,ribo,ebr00900,Terpenoid backbone biosynthesis,14,-0.4485404467033738,-0.954104420483538,0.5208333333333334,0.8298684210526316,0.7267313019390582,250,"tags=43%, list=6%, signal=40%",ECB_00368/ECB_02151/ECB_00172/ECB_00171/ECB_00033/ECB_02825
Ara-6,ribo,ebr00860,Porphyrin and chlorophyll metabolism,22,-0.40061389782139556,-0.9432041953417442,0.5230263157894737,0.8298684210526316,0.7267313019390582,867,"tags=45%, list=21%, signal=36%",ECB_03680/ECB_03752/ECB_03678/ECB_03679/ECB_00607/ECB_01185/ECB_02306/ECB_00153/ECB_02336/ECB_03187
Ara-6,ribo,ebr00740,Riboflavin metabolism,13,-0.45561413822899677,-0.9641607478773618,0.5303292894280762,0.8303840189729089,0.7271828206839273,759,"tags=46%, list=18%, signal=38%",ECB_00029/ECB_00941/ECB_00362/ECB_00983/ECB_03688/ECB_04221
Ara-6,ribo,ebr00430,Taurine and hypotaurine metabolism,6,-0.5450854325847799,-0.9734529356311675,0.5410714285714285,0.8362012987012987,0.7322771213748659,717,"tags=67%, list=17%, signal=55%",ECB_02221/ECB_03296/ECB_02222/ECB_01451
Ara-6,ribo,ebr00290,"Valine, leucine and isoleucine biosynthesis",17,0.37617656190532534,0.9364933451300838,0.556872037914692,0.8495868270749787,0.7439990789953375,344,"tags=18%, list=8%, signal=16%",ECB_03554/ECB_03555/ECB_02215
Ara-6,ribo,ebr00260,"Glycine, serine and threonine metabolism",37,0.3170541859619708,0.9093356339332973,0.57636887608069165,0.8678880541276746,0.7600258059145492,566,"tags=22%, list=14%, signal=19%",ECB_00267/ECB_00268/ECB_02737/ECB_00875/ECB_01784/ECB_01235/ECB_02736/ECB_01498
Ara-6,ribo,ebr00052,Galactose metabolism,40,-0.34334567710550334,-0.8965334628649976,0.5853658536585366,0.8678880541276746,0.7600258059145492,257,"tags=12%, list=6%, signal=12%",ECB_01692/ECB_04167/ECB_03001/ECB_03764/ECB_00351
Ara-6,ribo,ebr00627,Aminobenzoate degradation,5,-0.5164572119334876,-0.908318870297545,0.5907473309608541,0.8678880541276746,0.7600258059145492,469,"tags=60%, list=11%, signal=53%",ECB_01663/ECB_02148/ECB_02149
Ara-6,ribo,ebr00410,beta-Alanine metabolism,13,-0.40808373253902647,-0.8635779352476031,0.6135181975736569,0.8786057692307693,0.7694115095430885,423,"tags=23%, list=10%, signal=21%",ECB_01451/ECB_02265/ECB_01401
Ara-6,ribo,ebr03420,Nucleotide excision repair,8,-0.46022156142874826,-0.8853271971719158,0.6187175043327556,0.8786057692307693,0.7694115095430885,535,"tags=38%, list=13%, signal=33%",ECB_02311/ECB_01110/ECB_00746
Ara-6,ribo,ebr03018,RNA degradation,16,0.35913347680243246,0.8806560329708023,0.6201923076923077,0.8786057692307693,0.7694115095430885,1070,"tags=50%, list=26%, signal=37%",ECB_04039/ECB_04046/ECB_03031/ECB_00014/ECB_02393/ECB_03701/ECB_01080/ECB_04013
Ara-6,ribo,ebr03430,Mismatch repair,24,0.32671804360162987,0.8633838798657665,0.6432160804020101,0.8929690462410441,0.781989699936872,403,"tags=21%, list=10%, signal=19%",ECB_01813/ECB_04247/ECB_01914/ECB_01815/ECB_03584
Ara-6,ribo,ebr00030,Pentose phosphate pathway,32,0.3128994688358263,0.8753998601067059,0.6509186351706037,0.8929690462410441,0.781989699936872,592,"tags=25%, list=14%, signal=22%",ECB_01822/ECB_01823/ECB_00123/ECB_01931/ECB_03288/ECB_04100/ECB_03962/ECB_01821
Ara-6,ribo,ebr00300,Lysine biosynthesis,13,-0.38797014755503,-0.8210140033730442,0.6551126516464472,0.8929690462410441,0.781989699936872,1321,"tags=69%, list=32%, signal=47%",ECB_00164/ECB_00086/ECB_03896/ECB_02370/ECB_00002/ECB_00087/ECB_03285/ECB_02686/ECB_02363
Ara-6,ribo,ebr00625,Chloroalkane and chloroalkene degradation,4,-0.5209748403767185,-0.8647594069787301,0.6678507992895204,0.8929690462410441,0.781989699936872,721,"tags=75%, list=18%, signal=62%",ECB_01215/ECB_03444/ECB_01436
Ara-6,ribo,ebr00626,Naphthalene degradation,4,-0.5209748403767185,-0.8647594069787301,0.6678507992895204,0.8929690462410441,0.781989699936872,721,"tags=75%, list=18%, signal=62%",ECB_01215/ECB_03444/ECB_01436
Ara-6,ribo,ebr00350,Tyrosine metabolism,18,0.3331093069743991,0.8408525183332346,0.6908212560386473,0.9092011316179441,0.7962044407799777,816,"tags=50%, list=20%, signal=40%",ECB_01923/ECB_04229/ECB_04228/ECB_00932/ECB_04227/ECB_02517/ECB_04226/ECB_00310/ECB_04225
Ara-6,ribo,ebr00460,Cyanoamino acid metabolism,7,-0.4375301367491723,-0.8151411553780475,0.6952714535901926,0.9092011316179441,0.7962044407799777,1206,"tags=71%, list=29%, signal=51%",ECB_00795/ECB_03628/ECB_02787/ECB_03296/ECB_01736
Ara-6,ribo,ebr00280,"Valine, leucine and isoleucine degradation",10,-0.4015536619234247,-0.8035138394221336,0.7250437828371279,0.9378283712784589,0.8212738501244355,817,"tags=30%, list=20%, signal=24%",ECB_02151/ECB_02266/ECB_02265
Ara-6,ribo,ebr01220,Degradation of aromatic compounds,23,-0.33254599460790357,-0.7839141683006221,0.7364085667215815,0.9422862305362172,0.825177680876475,70,"tags=22%, list=2%, signal=21%",ECB_03444/ECB_00306/ECB_01436/ECB_04221/ECB_04222
Ara-6,ribo,ebr00362,Benzoate degradation,10,-0.39121969603008294,-0.7828354459749338,0.7478108581436077,0.946696724671163,0.8290400331043356,817,"tags=40%, list=20%, signal=32%",ECB_02151/ECB_02266/ECB_00306/ECB_02265
Ara-6,ribo,ebr01053,Biosynthesis of siderophore group nonribosomal peptides,8,0.35703122891674827,0.7375409102687325,0.7741176470588236,0.9503030303030302,0.8321981424148608,1602,"tags=75%, list=39%, signal=46%",ECB_00562/ECB_02192/ECB_00564/ECB_00563/ECB_00560/ECB_00561
Ara-6,ribo,ebr03030,DNA replication,18,0.31005381278557015,0.7826545936754765,0.7777777777777778,0.9503030303030302,0.8321981424148608,403,"tags=17%, list=10%, signal=15%",ECB_01813/ECB_04247/ECB_03584
Ara-6,ribo,ebr00261,Monobactam biosynthesis,8,-0.3897412403047825,-0.749744359716966,0.7833622183708839,0.9503030303030302,0.8321981424148608,1186,"tags=50%, list=29%, signal=36%",ECB_03896/ECB_02370/ECB_00002/ECB_03285
Ara-6,ribo,ebr00071,Fatty acid degradation,14,-0.3433507051832652,-0.7303520295643148,0.7881944444444444,0.9503030303030302,0.8321981424148608,966,"tags=43%, list=23%, signal=33%",ECB_00216/ECB_02151/ECB_03444/ECB_02266/ECB_01436/ECB_02265
Ara-6,ribo,ebr00440,Phosphonate and phosphinate metabolism,8,0.3497089811047131,0.7224149020120124,0.7905882352941176,0.9503030303030302,0.8321981424148608,1110,"tags=38%, list=27%, signal=27%",ECB_03965/ECB_03967/ECB_03968
Ara-6,ribo,ebr03020,RNA polymerase,4,-0.4229516180176349,-0.7020519265635715,0.8099467140319716,0.9608569477637419,0.8414404053835511,978,"tags=75%, list=24%, signal=57%",ECB_03864/ECB_03863/ECB_03506
Ara-6,ribo,ebr00450,Selenocompound metabolism,17,-0.3163950862023154,-0.7033002118925468,0.8155172413793104,0.9608569477637419,0.8414404053835511,822,"tags=24%, list=20%, signal=19%",ECB_01557/ECB_03446/ECB_00892/ECB_03891
Ara-6,ribo,ebr00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",21,0.28682656935384165,0.7334960990444933,0.830423940149626,0.9658018867924529,0.8457707810035633,421,"tags=14%, list=10%, signal=13%",ECB_01923/ECB_01235/ECB_00932
Ara-6,ribo,ebr00670,One carbon pool by folate,14,-0.3250356776000773,-0.6913935612548701,0.84375,0.9658018867924529,0.8457707810035633,415,"tags=21%, list=10%, signal=19%",ECB_02743/ECB_01208/ECB_03891
Ara-6,ribo,ebr00590,Arachidonic acid metabolism,2,-0.515927599969727,-0.7383796150760742,0.8480769230769231,0.9658018867924529,0.8457707810035633,569,"tags=100%, list=14%, signal=86%",ECB_01679
Ara-6,ribo,ebr00750,Vitamin B6 metabolism,10,-0.33947175378989464,-0.6792871741139795,0.8528896672504378,0.9658018867924529,0.8457707810035633,536,"tags=30%, list=13%, signal=26%",ECB_00004/ECB_02245/ECB_00056
Ara-6,ribo,ebr00053,Ascorbate and aldarate metabolism,19,0.279733393867148,0.7098331475272174,0.8602941176470589,0.9658018867924529,0.8457707810035633,1072,"tags=47%, list=26%, signal=35%",ECB_04061/ECB_02991/ECB_04059/ECB_01586/ECB_04060/ECB_04065/ECB_03427/ECB_04062/ECB_02993
Ara-6,ribo,ebr04122,Sulfur relay system,19,0.26673481782597946,0.6768488119170878,0.8799019607843137,0.9785825545171339,0.8569630508376495,790,"tags=32%, list=19%, signal=26%",ECB_02422/ECB_02413/ECB_00749/ECB_00750/ECB_03319/ECB_00748
Ara-6,ribo,ebr00061,Fatty acid biosynthesis,14,0.2685516503768515,0.6420559934002352,0.8967136150234741,0.981635693562299,0.8596367418192624,109,"tags=7%, list=3%, signal=7%",ECB_04076
Ara-6,ribo,ebr00730,Thiamine metabolism,15,-0.2925045539681967,-0.6349182253791574,0.8991452991452992,0.981635693562299,0.8596367418192624,1214,"tags=53%, list=29%, signal=38%",ECB_03870/ECB_00425/ECB_00371/ECB_04031/ECB_00368/ECB_03869/ECB_00365/ECB_03866
Ara-6,ribo,ebr00592,alpha-Linolenic acid metabolism,3,0.3469558815105847,0.5653944187155396,0.9284210526315789,0.9869795586597224,0.8643164644609689,883,"tags=67%, list=21%, signal=52%",ECB_03736/ECB_03700
Ara-6,ribo,ebr00040,Pentose and glucuronate interconversions,32,0.22725291984413748,0.6357862318544802,0.937007874015748,0.9869795586597224,0.8643164644609689,1217,"tags=41%, list=30%, signal=29%",ECB_00725/ECB_01948/ECB_02691/ECB_02961/ECB_01586/ECB_01212/ECB_04065/ECB_04191/ECB_03427/ECB_03417/ECB_03790/ECB_00065/ECB_01550
Ara-6,ribo,ebr00010,Glycolysis / Gluconeogenesis,48,-0.2380769345774297,-0.644582409284863,0.9388059701492537,0.9869795586597224,0.8643164644609689,1157,"tags=40%, list=28%, signal=29%",ECB_01005/ECB_01097/ECB_03804/ECB_01671/ECB_02317/ECB_02566/ECB_00114/ECB_02756/ECB_02757/ECB_01645/ECB_01371/ECB_03444/ECB_01692/ECB_03605/ECB_04271/ECB_01436/ECB_03764/ECB_00280/ECB_04135
Ara-6,ribo,ebr00564,Glycerophospholipid metabolism,29,0.2304339372618907,0.629274886802638,0.9428571428571428,0.9869795586597224,0.8643164644609689,353,"tags=14%, list=9%, signal=13%",ECB_02165/ECB_02167/ECB_02169/ECB_02684
Ara-6,ribo,ebr00230,Purine metabolism,78,0.21974113651433846,0.7203830666054467,0.9494949494949495,0.9869795586597224,0.8643164644609689,837,"tags=24%, list=20%, signal=20%",ECB_02410/ECB_01820/ECB_02600/ECB_04085/ECB_02531/ECB_01885/ECB_02161/ECB_01894/ECB_02640/ECB_02532/ECB_00245/ECB_00431/ECB_02701/ECB_00465/ECB_00244/ECB_02091/ECB_00104/ECB_00467/ECB_02160
Ara-6,ribo,ebr01212,Fatty acid metabolism,21,-0.23028082689853901,-0.5380556603165546,0.9633943427620633,0.9869795586597224,0.8643164644609689,966,"tags=29%, list=23%, signal=22%",ECB_00216/ECB_02151/ECB_01087/ECB_02266/ECB_01265/ECB_02265
Ara-6,ribo,ebr00780,Biotin metabolism,16,-0.2460825668219686,-0.5381231308305839,0.9726962457337884,0.9869795586597224,0.8643164644609689,710,"tags=25%, list=17%, signal=21%",ECB_00742/ECB_03264/ECB_00743/ECB_01265
Ara-6,ribo,ebr00621,Dioxin degradation,4,-0.2831905858609751,-0.4700643948832808,0.9786856127886323,0.9869795586597224,0.8643164644609689,580,"tags=25%, list=14%, signal=22%",ECB_00306
Ara-6,ribo,ebr00622,Xylene degradation,4,-0.2831905858609751,-0.4700643948832808,0.9786856127886323,0.9869795586597224,0.8643164644609689,580,"tags=25%, list=14%, signal=22%",ECB_00306
Ara-6,ribo,ebr00785,Lipoic acid metabolism,3,0.26320839770811144,0.4289206984337755,0.991578947368421,0.991578947368421,0.8683442352010057,1175,"tags=67%, list=29%, signal=48%",ECB_00599/ECB_04262
Ara+1,ribo,ebr02040,Flagellar assembly,23,-0.9523678059976997,-2.382550908517014,2.7789534654683435e-16,3.306954623907329e-14,2.5156841897923952e-14,152,"tags=74%, list=4%, signal=72%",ECB_01078/ECB_01849/ECB_01079/ECB_01076/ECB_01070/ECB_01074/ECB_01077/ECB_01066/ECB_01850/ECB_01067/ECB_01075/ECB_01072/ECB_01069/ECB_01071/ECB_01073/ECB_01068/ECB_01851
Ara+1,ribo,ebr01053,Biosynthesis of siderophore group nonribosomal peptides,8,-0.9918393188707582,-1.967150174047482,6.0327859298390186e-12,3.589507628254216e-10,2.730629420874503e-10,41,"tags=88%, list=1%, signal=87%",ECB_00560/ECB_00563/ECB_00549/ECB_00561/ECB_00562/ECB_00564/ECB_00553
Ara+1,ribo,ebr02010,ABC transporters,183,-0.6046559409278592,-2.0725134817511957,3.313133249127952e-11,1.3142095221540876e-9,9.9975248921054e-10,328,"tags=25%, list=8%, signal=24%",ECB_02815/ECB_02827/ECB_02828/ECB_03634/ECB_03635/ECB_03636/ECB_03637/ECB_03958/ECB_03959/ECB_03960/ECB_03975/ECB_03976/ECB_03977/ECB_01269/ECB_01268/ECB_00797/ECB_03309/ECB_03395/ECB_01270/ECB_00317/ECB_03544/ECB_04154/ECB_02533/ECB_00796/ECB_00316/ECB_04153/ECB_03802/ECB_00315/ECB_00557/ECB_00150/ECB_00559/ECB_02322/ECB_00555/ECB_00152/ECB_00151/ECB_01454/ECB_00556/ECB_04155/ECB_02323/ECB_04156/ECB_02324/ECB_03905/ECB_02325/ECB_03904/ECB_03906/ECB_03907
Ara+1,ribo,ebr00920,Sulfur metabolism,31,-0.8105082419666939,-2.1383358526659886,5.27406624629789e-8,1.5690347082736222e-6,1.1936044662674172e-6,197,"tags=55%, list=5%, signal=53%",ECB_00318/ECB_00941/ECB_02314/ECB_00317/ECB_02600/ECB_02607/ECB_00316/ECB_03802/ECB_00315/ECB_02608/ECB_02322/ECB_02323/ECB_02601/ECB_02602/ECB_02324/ECB_02609/ECB_02325
Ara+1,ribo,ebr00630,Glyoxylate and dicarboxylate metabolism,42,0.739490444158378,2.3935105710470737,1.307967477307339e-7,3.112962595991467e-6,2.368109537861709e-6,325,"tags=33%, list=8%, signal=31%",ECB_02151/ECB_02736/ECB_02737/ECB_03887/ECB_02735/ECB_03886/ECB_03755/ECB_03778/ECB_03941/ECB_02692/ECB_03777/ECB_01253/ECB_01370/ECB_03779
Ara+1,ribo,ebr00640,Propanoate metabolism,39,0.6932896161272445,2.198154055538794,6.056870118121571e-6,1.2012792400941115e-4,9.138435616815002e-5,193,"tags=18%, list=5%, signal=17%",ECB_02149/ECB_02151/ECB_02148/ECB_03941/ECB_02981/ECB_02692/ECB_01279
Ara+1,ribo,ebr00650,Butanoate metabolism,37,0.66941863846681,2.1180163353061325,3.252389292917204e-5,5.143035108918908e-4,3.9124371461037244e-4,193,"tags=19%, list=5%, signal=18%",ECB_02149/ECB_02151/ECB_02148/ECB_02981/ECB_03554/ECB_02692/ECB_01279
Ara+1,ribo,ebr00440,Phosphonate and phosphinate metabolism,8,-0.936279296875,-1.8569560076542062,3.4575025942311986e-5,5.143035108918908e-4,3.9124371461037244e-4,270,"tags=100%, list=7%, signal=94%",ECB_03965/ECB_03967/ECB_03968/ECB_03970/ECB_03971/ECB_03972/ECB_03973
Ara+1,ribo,ebr01200,Carbon metabolism,111,0.4875593593074541,1.8262243761331431,4.749612650724526e-5,6.280043393735762e-4,4.777388163301863e-4,802,"tags=36%, list=20%, signal=30%",ECB_02151/ECB_02736/ECB_02737/ECB_03887/ECB_02735/ECB_03886/ECB_01784/ECB_03778/ECB_03941/ECB_02692/ECB_03777/ECB_01134/ECB_01581/ECB_00479/ECB_01253/ECB_02642/ECB_03779/ECB_02298/ECB_03096/ECB_02241/ECB_02221/ECB_04026/ECB_04023/ECB_03255/ECB_03810/ECB_02984/ECB_00117/ECB_04025/ECB_04024/ECB_02083/ECB_00114/ECB_02354/ECB_00183/ECB_01349/ECB_03470/ECB_02356/ECB_01182/ECB_03113/ECB_04264/ECB_02624
Ara+1,ribo,ebr00310,Lysine degradation,16,0.8310626110764506,2.1681071949211916,5.429764511179222e-5,6.461419768303274e-4,4.915365768014874e-4,117,"tags=25%, list=3%, signal=24%",ECB_02149/ECB_02151/ECB_02148/ECB_02692
